distancia_km,peso_kg,lead_time_dias,stock_disponible,ruta,retraso_entrega
62.1666167249252,13.128878101963455,3.118465607402941,382.0,sur,0
29.91424181968395,13.725986944437787,2.643683223570319,331.0,centro,0
174.3197721563354,24.848682978314013,,193.0,sur,1
99.1776694216441,32.019282460926874,4.279886313798133,175.0,centro,1
124.25083734344685,11.799336766860396,1.5825918456883326,375.0,oriente,0
227.47279288769758,8.797159712770323,1.6710674122160776,142.0,oriente,1
91.0691948511431,29.243978864524166,4.203899454103221,260.0,norte,1
154.65809126607436,15.098477090576402,3.432314086888082,342.0,sur,1
39.32447227939363,20.549321559696676,0.7371723122033313,168.0,sur,0
82.60887292693239,19.4311390790214,3.3326459347661963,341.0,centro,1
161.52883310328545,26.18695586408574,0.7696362979053548,170.0,sur,1
104.34218907125593,10.181329850567096,4.134496089905576,498.0,sur,1
34.34052811663858,28.283865343998112,3.5447799808206506,252.0,norte,1
28.15528544335622,25.187917057245723,3.8280237417492944,431.0,centro,0
139.8473651482829,0.5,0.9838755604224603,12.0,sur,1
64.08320105789038,16.616135132919652,2.019463143824182,154.0,,0
160.2049439868321,14.645646032710337,4.329451445035789,236.0,sur,1
135.93917885484802,21.43481767543249,1.1425335316357672,73.0,centro,1
100.47945450022195,17.472471278983246,3.8321999451389117,491.0,sur,1
115.57137810416755,11.312366914614163,2.793349929254906,38.0,centro,1
164.25678025565207,14.924056014477516,3.301239209348568,205.0,centro,1
121.44473253473072,21.128057249075173,1.9303294624703422,36.0,norte,1
63.00705800745246,18.37458111238536,3.9317442391369286,499.0,sur,1
139.29256822567473,16.617632114105884,3.6472233880578964,402.0,norte,1
98.43530865969419,37.79718363865554,4.292166213313269,211.0,oriente,1
105.7101698760089,22.732709723336185,6.582245171170478,9.0,oriente,1
153.3412889013809,8.04009239213381,,307.0,centro,1
138.92617361200405,19.064362418462977,3.212797450138129,93.0,,1
179.8416985551921,20.91074880305493,1.6390070042656562,451.0,centro,1
108.44729584268822,9.161513474089066,5.578091385620501,157.0,oriente,1
92.45248026105364,19.027497011033066,2.631186621083552,485.0,oriente,1
99.35695024847567,10.494513787668431,4.219837709441975,459.0,,0
141.83735521395337,0.5,1.5431206477616937,316.0,norte,1
71.87646868630719,21.069677207265116,2.7911638834628483,262.0,centro,1
98.21227899352333,23.613336342792145,3.997897536853959,134.0,,0
69.6254109483825,23.52002566562887,3.8296815645240945,285.0,centro,1
73.66805113915952,16.70417307482845,,133.0,norte,0
109.05458407243586,12.735725335313404,4.43580923652396,180.0,norte,0
262.12635659036783,20.121009493096473,3.345258146344472,207.0,oriente,1
97.09188794117816,21.833776556008665,4.674248646137556,265.0,sur,1
134.88803934628922,26.20661824677966,2.865469349651116,86.0,oriente,1
125.28293591735998,29.97123883313573,4.118532543646068,388.0,centro,1
109.4434684857267,25.249330791792396,,218.0,oriente,1
121.57112153028893,12.90226837864988,5.0086351460867045,357.0,oriente,1
234.9736209526358,17.577847968386354,3.2243445736625205,257.0,centro,1
1500.0,5.558734069612994,3.3063942654242098,273.0,sur,1
214.01729161557222,24.472156230744176,2.4255109155110395,4.0,oriente,1
157.91701671515276,23.263232754556242,,428.0,centro,1
68.81626448881805,28.70824735269686,,72.0,oriente,1
81.7758396712128,22.46176914936993,2.920852993096287,145.0,centro,1
92.83010045683662,32.11673136465631,5.08907638177377,320.0,norte,1
56.139693212899424,11.940988557373677,2.1625337351541747,484.0,norte,1
187.20872474844703,21.09413364875111,,320.0,oriente,1
144.07645933134506,15.931668316819337,5.335540686738724,223.0,sur,1
150.899250529394,16.176743047722614,0.8065271266394376,166.0,oriente,0
59.72153956105095,2.367972671868518,4.483651455652621,427.0,oriente,1
147.21923152913547,11.454832320531729,3.985634646328424,134.0,oriente,1
88.48202183489201,0.5,,114.0,oriente,1
262.2188187482413,15.087647434847186,3.7086787325612836,32.0,,1
114.6056502498798,11.803084792034765,1.494487506336592,269.0,sur,1
136.51280485686019,19.156203986878662,3.9017474719248137,454.0,oriente,1
144.22482736142493,1.7240411575226418,3.5185609077033204,359.0,norte,1
92.1793297430037,13.267204066244693,1.1094084869742487,404.0,norte,1
97.07933980725068,15.603433771769703,2.923719508707696,390.0,oriente,0
96.91476728225248,0.5,1.4980808490657835,450.0,,1
169.77370738574007,32.34045479336798,3.321449376638227,411.0,norte,1
77.33354931642577,22.026351978602367,1.938338591806055,499.0,norte,1
110.59113141415443,10.907794849728315,3.333877140512519,165.0,norte,1
139.18010377094936,34.47442417201132,1.1756512876262084,273.0,oriente,1
96.0172930993063,29.717226950948593,2.4172086732052818,1.0,norte,1
40.08614351070264,0.5,2.5918298266043633,153.0,sur,0
50.2178237775298,15.001873180142754,2.866603401429221,200.0,centro,0
95.57593666455077,12.093188821381245,4.756915541373847,373.0,norte,1
63.34436084276978,18.032798732996536,6.2112491883545085,233.0,sur,1
176.1077974416787,9.166635625331878,1.0332873742185757,306.0,oriente,1
120.67506680151254,15.30381650981405,4.336146994078879,63.0,centro,1
118.20948710724174,18.30699706670206,2.780862101051713,363.0,centro,1
60.782863946094565,0.5,2.7634137553632625,1.0,centro,0
150.2991920142076,18.691357559630692,2.7396369165284002,377.0,oriente,1
98.7794239760473,30.12518085676405,2.956466300719464,454.0,sur,1
64.05868681438716,18.729860508920577,3.0498315619597185,359.0,norte,0
82.28319656038688,27.883451944535743,4.341316913274457,24.0,,1
258.51887280357596,31.793850737383856,4.964013175228683,92.0,norte,1
84.04059640020375,20.276538909476617,3.6850036111787072,73.0,oriente,1
68.88015033142426,21.224350905973004,3.2578695910060733,461.0,oriente,1
186.63665288778824,21.377472404922845,3.994898410418868,348.0,sur,1
162.48836564463525,14.011113483710439,3.7609343850307386,82.0,norte,1
102.75192006205555,38.114444443550504,5.7330033291745135,312.0,oriente,1
199.75144756659125,21.828030993816387,1.8719872214158964,285.0,sur,1
33.97915490346864,22.8960470600021,1.260512939166124,149.0,oriente,0
91.41668791597075,26.433072256292895,2.8142080460118812,255.0,oriente,1
23.732318183085113,31.141747423707255,3.600338973666479,256.0,centro,0
198.83803024287278,5.816782118685367,2.862286004289204,6.0,norte,1
121.64513003589276,8.809345806709185,3.4688965497777082,258.0,oriente,0
269.93710561344886,19.234531380348464,0.2,263.0,norte,1
145.86950233605,22.622616241216683,2.063390412010917,304.0,oriente,1
146.73398255421486,7.155197569031024,2.19855380142847,404.0,oriente,1
53.09403126760219,5.700884694195384,1.2428134335144623,69.0,centro,0
49.90237405178691,24.818304460553698,2.2588938703062666,158.0,norte,1
90.04446103946806,24.38017659569785,2.7617964102047083,185.0,centro,1
170.7171106589429,15.340525638518528,3.613344496906136,396.0,centro,1
57.205645406806084,15.290338704886807,1.7847492473170152,222.0,sur,0
5.0,12.162919994415041,0.7566549817789072,194.0,oriente,0
166.78178150768048,7.294960012413389,3.609278867104585,471.0,oriente,1
1500.0,9.913439014466597,5.709949892200992,423.0,norte,1
63.304836231957665,19.203866778618234,3.2538058632388496,261.0,sur,1
142.10699035088982,16.013625796582073,3.2105694652994377,421.0,centro,1
181.4862671868247,26.270626359202122,1.672893016360783,437.0,oriente,1
184.23225146670467,5.792467575281481,3.3328901066103085,316.0,centro,1
24.50776615978667,2.3735431872316806,5.218865346569739,64.0,norte,0
119.32835078086367,22.60928559263291,0.3328015806241029,134.0,oriente,1
70.39670484690515,9.076410241859312,4.4423289462426805,307.0,norte,0
171.28741213268316,14.64292134306239,0.34980159016069123,239.0,oriente,1
120.3903781553738,17.682030657894543,5.105936700975571,75.0,centro,1
44.34476783690397,6.136160652925643,4.193733807958798,37.0,oriente,0
120.66224616161227,3.641026337740918,2.640963546746413,244.0,centro,1
149.05735583092078,19.722087025115258,3.463143140059795,279.0,norte,1
23.758836446005105,0.5,5.367145019018961,493.0,,0
1500.0,22.811800966239126,1.6088452803900488,170.0,centro,0
36.14289451775741,11.1261510927988,0.6086835192876658,58.0,oriente,0
47.75943059426784,14.368481178116149,,104.0,sur,0
41.8638596366213,12.039411360752958,3.506649200193482,495.0,centro,0
82.63887797736669,0.934294401777997,3.40071456329804,277.0,oriente,0
206.83680692361833,3.2352830822964993,3.757966822732313,103.0,centro,1
23.921166503073167,16.623974344089152,3.2705299422935403,255.0,norte,0
176.6381678560147,20.575795807644234,1.1681819121900348,459.0,centro,1
